source_id,domain,source_url,local_path,retrieved_at,license_note
QD_1440_2009_H1N1,medical,https://vanban.chinhphu.vn/default.aspx?pageid=27160&docid=86522,data/raw/medical/QD_1440_2009_H1N1_extracted.txt,2026-09-08,official-public-moh-guideline
