source_id,domain,source_url,local_path,retrieved_at,license_note
LUAT_24_2018_ANINHMANG,legal,https://congbao.chinhphu.vn/van-ban/luat-so-24-2018-qh14-26894.htm,data/raw/legal/LUAT_24_2018_ANINHMANG.pdf,2026-09-08,official-public-gazette-pdf
LUAT_86_2015_ATTTM,legal,https://vanban.vcci.com.vn/luat-an-toan-thong-tin-mang-862015qh13-2015,data/raw/legal/LUAT_86_2015_ATTTM.txt,2026-09-08,official-public-html
